temp,hr,spo2,gsr,label
37.79,106,93,1579,Moderate
37.62,114,93,1709,Moderate
39.14,148,79,3090,Critical
38.7,123,89,2346,High
38.15,121,89,2079,High
38.31,127,90,2423,High
37.49,73,99,841,Normal
36.53,69,97,912,Normal
40.07,142,81,2806,Critical
38.98,125,89,2516,High
39.46,154,81,3042,Critical
39.64,161,78,2757,Critical
37.98,101,93,1402,Moderate
39.95,147,76,2928,Critical
38.79,133,89,2205,High
37.64,117,94,1742,Moderate
36.36,61,97,863,Normal
39.7,143,87,2887,Critical
36.77,81,97,945,Normal
39.74,149,85,3120,Critical
37.92,108,92,1643,Moderate
36.41,64,95,1170,Normal
38.75,122,90,2509,High
36.33,91,100,822,Normal
39.71,141,83,2923,Critical
39.12,166,82,2837,Critical
36.69,78,95,1039,Normal
39.8,167,78,2780,Critical
39.92,170,77,3159,Critical
37.98,103,92,1833,Moderate
36.46,80,97,1243,Normal
38.57,133,90,2345,High
37.67,120,94,1520,Moderate
37.34,85,99,927,Normal
36.95,84,100,1103,Normal
37.63,101,94,1462,Moderate
37.69,107,92,1611,Moderate
37.67,107,92,1851,Moderate
37.93,113,93,1443,Moderate
39.0,137,91,2284,High
38.21,132,91,2010,High
36.74,92,97,832,Normal
36.11,100,99,1274,Normal
36.53,62,99,1198,Normal
39.4,165,77,2755,Critical
37.82,104,93,1601,Moderate
36.85,99,100,1108,Normal
37.67,119,92,1560,Moderate
36.91,73,100,959,Normal
40.05,150,82,2740,Critical
37.88,111,92,1795,Moderate
38.5,138,89,2060,High
39.73,150,86,2950,Critical
38.16,139,91,2144,High
37.7,102,92,1819,Moderate
37.78,111,94,1681,Moderate
37.61,112,93,1434,Moderate
36.51,71,100,1280,Normal
36.02,66,96,998,Normal
37.87,116,94,1694,Moderate
40.34,161,86,3077,Critical
38.11,138,91,2348,High
38.67,131,90,2438,High
38.81,139,91,2431,High
40.25,143,76,3149,Critical
37.71,105,92,1781,Moderate
36.55,82,99,967,Normal
36.2,91,96,1011,Normal
38.19,138,90,2024,High
38.88,131,89,2497,High
38.18,131,91,2089,High
38.65,123,89,2450,High
38.57,131,89,2537,High
40.16,146,85,2950,Critical
36.49,92,97,997,Normal
38.64,134,91,2526,High
38.38,140,89,2572,High
40.46,159,76,2849,Critical
37.73,120,92,1820,Moderate
37.98,102,93,1787,Moderate
37.83,107,93,1822,Moderate
36.13,62,99,909,Normal
37.99,118,94,1607,Moderate
37.77,117,93,1704,Moderate
37.87,116,93,1542,Moderate
38.32,129,90,2322,High
37.96,104,93,1817,Moderate
36.76,96,97,1014,Normal
40.25,142,85,2868,Critical
40.0,153,75,3061,Critical
39.56,150,76,2938,Critical
37.74,115,92,1871,Moderate
37.76,103,93,1900,Moderate
38.46,134,89,2419,High
38.74,133,90,2501,High
37.02,93,95,1184,Normal
39.43,151,85,2709,Critical
39.31,155,82,2727,Critical
36.43,86,98,1229,Normal
37.6,112,94,1457,Moderate
37.92,102,94,1750,Moderate
38.41,126,90,2454,High
38.78,129,91,2555,High
39.27,170,88,2838,Critical
37.86,116,93,1691,Moderate
38.19,127,91,2564,High
36.62,87,99,1236,Normal
37.91,117,93,1591,Moderate
39.26,153,82,2822,Critical
37.88,117,92,1868,Moderate
37.62,104,93,1434,Moderate
37.33,93,96,1058,Normal
38.96,140,91,2024,High
40.33,149,85,2994,Critical
37.82,112,92,1542,Moderate
40.39,159,85,2718,Critical
37.61,103,94,1701,Moderate
38.82,126,89,2213,High
37.97,103,93,1879,Moderate
38.32,130,90,2282,High
37.63,114,92,1534,Moderate
36.13,89,97,1266,Normal
37.26,73,100,1242,Normal
38.72,125,91,2018,High
39.7,141,85,3160,Critical
36.75,69,96,1200,Normal
39.14,141,76,2827,Critical
39.75,160,77,2761,Critical
39.45,144,77,3034,Critical
38.86,134,91,2306,High
36.65,89,96,1023,Normal
37.71,104,94,1624,Moderate
38.93,126,91,2454,High
39.85,160,82,2837,Critical
39.97,143,84,3196,Critical
38.8,122,91,2516,High
37.69,110,94,1873,Moderate
39.44,152,78,2817,Critical
36.24,67,99,1104,Normal
38.55,135,89,2573,High
36.91,77,99,821,Normal
38.26,124,90,2436,High
37.83,105,93,1886,Moderate
37.94,106,93,1469,Moderate
40.15,162,81,2915,Critical
37.81,105,92,1674,Moderate
38.64,139,89,2277,High
37.2,85,95,1253,Normal
37.93,117,94,1597,Moderate
39.52,142,80,3012,Critical
40.44,167,87,2760,Critical
37.96,119,94,1766,Moderate
39.91,146,77,3135,Critical
39.58,163,78,3187,Critical
39.89,152,83,2875,Critical
38.44,136,90,2549,High
38.25,133,89,2510,High
36.25,84,95,1239,Normal
39.67,158,88,3017,Critical
37.65,106,93,1675,Moderate
38.41,129,90,2252,High
38.68,131,91,2008,High
38.24,137,90,2245,High
37.89,112,92,1823,Moderate
39.66,166,80,2777,Critical
40.09,145,86,2858,Critical
40.41,151,77,2934,Critical
37.22,94,98,1223,Normal
39.93,158,76,3050,Critical
37.29,82,100,1278,Normal
39.83,157,81,3124,Critical
40.1,142,84,3009,Critical
37.46,70,97,1168,Normal
38.91,132,91,2136,High
40.42,151,83,2840,Critical
40.48,144,84,3170,Critical
37.87,111,93,1812,Moderate
36.44,79,100,1093,Normal
38.1,140,91,2085,High
38.95,127,89,2184,High
38.64,133,89,2289,High
38.93,138,91,2174,High
39.56,151,75,3087,Critical
37.64,109,93,1410,Moderate
38.17,121,90,2193,High
36.84,63,98,1124,Normal
37.14,88,97,1240,Normal
37.47,86,100,1151,Normal
38.79,137,91,2516,High
37.96,109,93,1879,Moderate
37.72,108,93,1460,Moderate
38.83,127,89,2055,High
37.8,103,94,1699,Moderate
38.19,129,89,2334,High
37.04,99,99,1003,Normal
37.68,109,93,1509,Moderate
38.0,104,92,1550,Moderate
40.34,148,81,3175,Critical
40.5,142,76,2943,Critical
39.54,160,78,2942,Critical
36.92,73,95,1279,Normal
38.66,122,89,2265,High
36.48,72,100,847,Normal
37.67,103,92,1808,Moderate
39.77,143,75,3175,Critical
36.28,77,96,1084,Normal
39.28,154,87,2951,Critical
39.18,165,75,3117,Critical
39.59,145,87,2867,Critical
37.65,104,94,1660,Moderate
37.22,83,96,1265,Normal
36.6,83,98,907,Normal
38.69,131,91,2007,High
40.27,146,78,2797,Critical
40.22,164,77,2705,Critical
38.74,125,90,2404,High
37.16,74,100,1166,Normal
38.56,139,91,2482,High
38.49,139,91,2356,High
38.6,123,91,2256,High
36.03,74,97,1147,Normal
38.99,136,91,2001,High
40.08,165,82,3031,Critical
36.12,78,99,923,Normal
38.23,131,89,2273,High
39.28,159,85,2799,Critical
39.29,153,78,2721,Critical
37.64,104,92,1729,Moderate
38.92,121,91,2512,High
38.82,129,90,2022,High
37.8,107,93,1556,Moderate
39.13,157,79,3011,Critical
39.75,143,84,2853,Critical
36.83,82,99,1212,Normal
39.84,141,84,2771,Critical
37.88,113,93,1531,Moderate
38.81,139,90,2169,High
36.03,89,95,910,Normal
40.31,146,79,2964,Critical
40.42,151,87,3146,Critical
37.64,117,94,1811,Moderate
38.68,128,90,2539,High
36.96,100,98,997,Normal
36.57,83,95,1186,Normal
40.3,155,79,2820,Critical
36.21,70,99,1210,Normal
36.6,88,99,887,Normal
36.3,96,97,1277,Normal
38.71,134,89,2235,High
37.14,62,98,1023,Normal
40.18,150,80,3199,Critical
37.95,108,93,1870,Moderate
36.35,93,95,1201,Normal
36.08,100,98,1059,Normal
37.03,91,95,887,Normal
39.97,155,77,2877,Critical
37.71,104,94,1430,Moderate
38.88,121,90,2549,High
36.13,88,97,1061,Normal
36.05,100,97,1272,Normal
38.82,126,90,2326,High
39.54,158,87,3119,Critical
39.44,149,85,2711,Critical
37.88,116,92,1687,Moderate
36.45,98,100,1108,Normal
36.39,76,97,1129,Normal
39.95,160,87,2857,Critical
36.85,63,96,1290,Normal
39.23,154,79,2980,Critical
37.83,108,93,1879,Moderate
36.34,77,100,856,Normal
40.03,148,82,3075,Critical
38.73,128,89,2484,High
37.65,119,93,1599,Moderate
37.82,110,93,1891,Moderate
38.35,133,91,2125,High
38.73,135,91,2122,High
36.04,87,98,810,Normal
37.83,112,93,1855,Moderate
36.95,84,99,1005,Normal
37.37,63,100,1004,Normal
38.51,125,89,2044,High
38.11,131,89,2379,High
37.33,63,95,854,Normal
37.33,84,98,810,Normal
37.82,117,93,1478,Moderate
39.97,163,75,3200,Critical
40.19,169,81,2974,Critical
37.65,108,93,1698,Moderate
40.34,166,81,3044,Critical
38.26,131,89,2542,High
36.04,75,96,1041,Normal
37.63,116,93,1774,Moderate
38.18,130,91,2508,High
38.59,129,90,2072,High
36.28,83,98,819,Normal
37.8,103,93,1845,Moderate
37.89,114,93,1724,Moderate
37.04,85,95,1087,Normal
37.74,118,94,1652,Moderate
36.73,64,97,1030,Normal
36.09,68,96,872,Normal
37.29,60,96,820,Normal
39.41,141,76,2701,Critical
36.92,99,99,1189,Normal
40.19,149,84,2765,Critical
38.86,128,90,2459,High
37.68,118,92,1455,Moderate
36.9,77,98,872,Normal
36.84,93,95,1148,Normal
39.5,143,79,2895,Critical
38.48,124,89,2125,High
37.8,101,92,1655,Moderate
37.7,118,92,1632,Moderate
37.95,115,92,1790,Moderate
37.78,115,93,1679,Moderate
39.67,154,80,2930,Critical
39.68,152,75,3059,Critical
39.23,157,82,2781,Critical
37.81,109,93,1641,Moderate
36.79,99,96,979,Normal
39.2,164,76,2880,Critical
38.78,129,90,2282,High
38.89,140,91,2474,High
39.81,162,83,3041,Critical
39.98,143,79,2862,Critical
38.9,135,89,2412,High
37.95,117,94,1588,Moderate
37.95,106,94,1708,Moderate
38.25,135,89,2463,High
38.64,137,91,2498,High
39.25,145,84,2836,Critical
38.68,136,89,2494,High
38.83,124,89,2061,High
36.89,74,96,879,Normal
38.88,140,91,2054,High
39.61,145,80,3014,Critical
39.74,146,87,2726,Critical
37.99,119,93,1422,Moderate
39.61,167,76,2985,Critical
38.21,133,89,2563,High
39.21,165,76,3160,Critical
39.81,148,85,3163,Critical
38.36,129,90,2343,High
38.16,140,90,2541,High
37.76,101,92,1803,Moderate
38.36,129,89,2054,High
37.66,108,94,1832,Moderate
37.69,118,92,1484,Moderate
37.93,102,94,1482,Moderate
36.9,70,99,1134,Normal
37.46,79,95,978,Normal
39.4,166,88,2829,Critical
38.75,140,89,2417,High
38.24,131,89,2038,High
37.45,98,99,1226,Normal
36.86,96,97,1165,Normal
37.87,101,93,1474,Moderate
39.42,147,85,3158,Critical
40.5,157,77,3159,Critical
38.39,135,90,2324,High
39.77,145,78,2921,Critical
37.81,110,92,1763,Moderate
36.18,83,100,1298,Normal
39.57,166,83,3059,Critical
37.77,120,94,1440,Moderate
38.47,133,89,2097,High
39.52,164,87,2955,Critical
36.57,96,98,1142,Normal
38.92,128,90,2384,High
37.82,115,93,1584,Moderate
37.46,74,96,1292,Normal
38.95,136,89,2287,High
37.8,102,94,1828,Moderate
38.98,132,90,2098,High
38.98,130,91,2493,High
39.58,169,85,2980,Critical
37.24,68,96,841,Normal
39.1,145,79,3157,Critical
37.99,116,94,1896,Moderate
37.22,95,97,1088,Normal
38.8,135,91,2563,High
39.77,169,79,2737,Critical
36.04,88,95,872,Normal
39.24,159,75,2778,Critical
37.67,103,92,1836,Moderate
38.84,132,90,2394,High
39.61,165,85,2970,Critical
37.99,112,94,1533,Moderate
37.98,107,93,1530,Moderate
36.35,85,97,899,Normal
36.41,86,100,903,Normal
39.99,164,77,2752,Critical
37.6,119,92,1612,Moderate
36.21,63,97,1035,Normal
40.28,164,88,2937,Critical
37.46,68,96,1283,Normal
37.63,106,93,1553,Moderate
37.82,111,93,1506,Moderate
36.5,77,97,1117,Normal
38.31,123,89,2282,High
38.98,135,89,2424,High
37.69,111,94,1594,Moderate
38.17,126,91,2570,High
36.5,71,100,1234,Normal
36.23,85,96,883,Normal
38.3,131,90,2043,High
38.28,125,90,2201,High
37.8,102,94,1477,Moderate
36.29,99,100,1178,Normal
37.71,106,94,1545,Moderate
38.28,140,91,2026,High
38.93,121,89,2358,High
38.34,122,91,2133,High
36.52,80,98,1065,Normal
40.47,141,77,2750,Critical
36.25,80,96,1265,Normal
38.61,128,89,2362,High
37.74,116,92,1857,Moderate
37.74,105,93,1802,Moderate
37.5,100,100,1045,Normal
37.93,105,94,1845,Moderate
37.88,104,94,1587,Moderate
36.89,85,98,939,Normal
39.27,159,75,3160,Critical
40.32,144,87,3089,Critical
38.35,129,89,2045,High
37.83,115,92,1827,Moderate
39.18,142,86,2987,Critical
39.33,147,84,3062,Critical
39.64,157,81,2741,Critical
36.35,64,99,979,Normal
37.74,120,92,1604,Moderate
38.75,133,91,2411,High
39.7,145,84,3008,Critical
39.89,151,86,2818,Critical
36.46,93,99,1241,Normal
40.09,155,81,2824,Critical
40.41,151,82,2928,Critical
37.07,100,96,1167,Normal
38.28,140,89,2502,High
38.79,138,91,2466,High
37.91,106,92,1899,Moderate
38.25,136,91,2240,High
40.09,148,81,2841,Critical
39.69,162,80,3157,Critical
37.73,120,94,1626,Moderate
36.39,62,95,947,Normal
39.61,157,76,2922,Critical
39.55,152,78,3036,Critical
36.09,64,98,1206,Normal
37.7,105,94,1641,Moderate
38.62,126,90,2405,High
38.91,131,89,2317,High
37.12,63,97,1201,Normal
40.31,169,77,3013,Critical
38.89,130,89,2372,High
36.53,60,96,1086,Normal
37.16,98,95,1213,Normal
40.19,166,78,2854,Critical
37.84,102,92,1871,Moderate
40.04,144,84,3025,Critical
38.87,130,91,2036,High
37.84,101,94,1529,Moderate
38.65,124,90,2257,High
39.62,144,81,3060,Critical
39.5,148,76,3105,Critical
40.39,150,80,2968,Critical
37.84,111,94,1578,Moderate
37.76,111,94,1613,Moderate
36.94,78,97,1247,Normal
36.31,72,100,898,Normal
38.56,140,89,2436,High
38.35,132,91,2522,High
39.42,162,79,2817,Critical
37.35,78,95,1254,Normal
39.37,157,88,2889,Critical
36.73,99,95,1087,Normal
38.15,124,89,2316,High
37.89,102,94,1881,Moderate
37.83,102,94,1773,Moderate
37.88,117,93,1811,Moderate
40.48,162,86,2908,Critical
37.69,111,94,1599,Moderate
37.76,115,92,1598,Moderate
40.24,160,87,2735,Critical
39.21,147,78,3165,Critical
39.88,158,88,2914,Critical
38.38,127,89,2231,High
37.84,116,94,1881,Moderate
40.19,166,75,2894,Critical
37.17,76,100,947,Normal
38.5,136,91,2539,High
37.88,107,93,1746,Moderate
40.02,142,76,3157,Critical
37.73,102,94,1466,Moderate
36.52,69,98,1208,Normal
37.75,117,93,1622,Moderate
37.17,61,99,941,Normal
39.53,145,79,3054,Critical
38.33,139,90,2576,High
37.9,114,94,1409,Moderate
38.91,138,89,2172,High
38.79,132,89,2193,High
37.6,105,94,1432,Moderate
40.2,142,79,3166,Critical
38.47,134,90,2218,High
36.26,86,96,1269,Normal
40.38,154,87,2915,Critical
38.31,138,90,2279,High
37.99,117,92,1829,Moderate
37.9,119,93,1599,Moderate
37.65,107,94,1708,Moderate
37.73,113,93,1527,Moderate
36.84,74,98,1070,Normal
36.88,80,100,1151,Normal
40.2,141,81,2853,Critical
37.65,109,93,1642,Moderate
37.83,119,92,1500,Moderate
39.65,162,83,2890,Critical
36.09,80,95,859,Normal
37.74,113,92,1636,Moderate
39.16,153,78,3056,Critical
39.13,160,78,2833,Critical
37.48,84,100,871,Normal
38.41,127,91,2035,High
37.8,104,93,1464,Moderate
40.19,167,76,2925,Critical
37.07,92,97,1275,Normal
36.8,60,96,992,Normal
39.4,157,88,2989,Critical
38.45,123,91,2313,High
38.61,123,91,2383,High
36.09,72,98,1030,Normal
39.35,157,86,3166,Critical
37.48,82,99,1143,Normal
37.18,93,95,945,Normal
37.81,107,94,1441,Moderate
39.67,146,86,3191,Critical
36.89,61,97,1048,Normal
40.33,143,83,2905,Critical
38.29,123,90,2188,High
36.99,94,96,862,Normal
38.33,135,91,2144,High
36.34,81,99,1047,Normal
39.16,145,81,2720,Critical
37.77,101,94,1421,Moderate
36.59,68,100,1086,Normal
38.22,123,89,2466,High
38.84,133,89,2318,High
38.22,123,89,2533,High
40.44,170,76,2721,Critical
38.32,134,89,2558,High
36.28,82,100,1082,Normal
37.5,99,95,900,Normal
36.09,91,98,929,Normal
38.82,122,90,2261,High
37.09,66,99,1087,Normal
38.36,136,91,2427,High
37.68,111,92,1564,Moderate
37.6,120,93,1891,Moderate
38.25,124,90,2173,High
37.06,65,95,804,Normal
36.05,68,98,1072,Normal
40.25,160,87,2739,Critical
37.5,84,96,1167,Normal
39.64,165,86,2882,Critical
37.65,115,92,1426,Moderate
37.49,90,99,1099,Normal
37.82,115,92,1507,Moderate
38.64,139,91,2260,High
39.13,148,82,2895,Critical
40.24,168,80,2789,Critical
39.51,159,75,2810,Critical
38.84,126,91,2285,High
37.82,102,92,1469,Moderate
39.62,169,75,2737,Critical
37.6,119,93,1843,Moderate
37.82,102,94,1613,Moderate
39.16,166,78,2921,Critical
37.84,113,92,1704,Moderate
39.5,144,83,2743,Critical
39.44,141,80,3122,Critical
40.23,167,82,3026,Critical
36.94,68,95,1226,Normal
39.26,155,81,2781,Critical
38.56,122,90,2528,High
37.4,99,100,1019,Normal
37.91,120,94,1720,Moderate
39.64,160,84,2910,Critical
38.5,139,90,2216,High
38.7,125,91,2466,High
38.68,130,91,2476,High
37.84,113,93,1757,Moderate
39.98,156,84,2797,Critical
37.89,107,94,1829,Moderate
38.55,124,91,2084,High
38.35,127,91,2547,High
39.0,128,91,2103,High
39.87,143,80,3155,Critical
36.57,99,97,853,Normal
38.49,122,90,2097,High
39.19,157,79,3068,Critical
37.86,116,93,1858,Moderate
37.68,118,93,1508,Moderate
40.38,148,77,2785,Critical
37.33,93,100,955,Normal
37.75,109,93,1831,Moderate
39.63,167,82,2780,Critical
40.01,151,86,3036,Critical
36.36,67,95,1256,Normal
37.78,107,93,1853,Moderate
37.91,116,92,1718,Moderate
37.71,108,94,1732,Moderate
37.93,119,92,1768,Moderate
38.19,138,90,2285,High
36.44,92,95,1101,Normal
38.73,133,89,2055,High
36.45,97,100,801,Normal
39.52,147,85,3033,Critical
39.46,145,80,3190,Critical
38.86,130,90,2206,High
38.41,124,89,2514,High
38.19,136,90,2015,High
37.6,113,93,1835,Moderate
38.47,123,90,2290,High
38.18,130,90,2463,High
37.73,111,93,1883,Moderate
39.16,150,79,3199,Critical
36.5,64,96,1105,Normal
36.47,98,98,1132,Normal
37.99,111,93,1718,Moderate
38.89,138,90,2111,High
37.65,114,92,1699,Moderate
36.78,68,99,1155,Normal
36.71,93,95,815,Normal
38.6,133,89,2369,High
37.74,113,92,1805,Moderate
37.16,100,97,986,Normal
38.9,130,89,2165,High
37.77,119,93,1499,Moderate
38.47,132,90,2422,High
38.38,139,89,2262,High
39.45,159,84,3113,Critical
39.59,161,82,2938,Critical
38.83,128,91,2069,High
37.89,105,92,1784,Moderate
38.55,129,90,2425,High
38.11,132,89,2223,High
37.41,98,98,1201,Normal
38.67,140,90,2186,High
38.85,128,91,2123,High
38.31,121,89,2226,High
39.58,157,82,2879,Critical
38.13,121,91,2087,High
37.67,114,94,1404,Moderate
38.26,132,89,2103,High
36.68,73,97,1142,Normal
36.73,66,99,1217,Normal
37.82,102,94,1518,Moderate
36.12,71,98,1178,Normal
39.77,158,84,2838,Critical
40.31,167,86,3105,Critical
39.77,159,80,3099,Critical
37.8,108,93,1442,Moderate
40.42,166,81,2848,Critical
39.91,141,87,2898,Critical
36.96,97,100,1085,Normal
39.13,144,80,3097,Critical
37.97,107,94,1506,Moderate
40.21,160,79,2877,Critical
36.19,65,99,1178,Normal
37.86,102,93,1841,Moderate
38.42,133,89,2238,High
38.36,124,89,2213,High
38.95,123,89,2334,High
36.87,67,97,879,Normal
38.65,136,89,2529,High
39.92,151,76,3095,Critical
36.93,73,99,836,Normal
37.78,115,92,1626,Moderate
38.79,122,90,2162,High
38.25,126,91,2451,High
37.66,102,94,1411,Moderate
36.72,81,95,833,Normal
37.7,104,92,1838,Moderate
40.42,149,79,2958,Critical
40.19,146,78,2803,Critical
37.17,85,100,832,Normal
38.41,138,89,2173,High
40.21,157,86,3103,Critical
37.2,66,95,1204,Normal
39.44,169,78,3022,Critical
39.76,160,79,2724,Critical
37.03,63,96,1272,Normal
37.7,107,94,1806,Moderate
38.59,130,91,2483,High
37.93,115,93,1492,Moderate
37.96,112,94,1457,Moderate
37.86,109,92,1745,Moderate
39.37,145,84,2873,Critical
38.43,138,91,2233,High
36.16,82,98,1188,Normal
39.24,148,87,3124,Critical
39.59,146,88,2899,Critical
37.7,102,94,1594,Moderate
39.45,150,76,2814,Critical
37.31,73,99,1014,Normal
37.86,110,93,1895,Moderate
38.49,132,89,2052,High
36.33,64,96,1299,Normal
37.39,61,97,970,Normal
36.56,83,95,821,Normal
38.8,122,90,2114,High
37.03,94,100,1038,Normal
37.96,119,93,1661,Moderate
37.91,119,92,1814,Moderate
39.91,142,85,2713,Critical
39.33,161,79,3177,Critical
37.99,102,93,1555,Moderate
38.83,135,89,2562,High
38.65,135,90,2101,High
39.95,153,75,3100,Critical
36.06,87,96,1282,Normal
37.15,99,100,920,Normal
37.31,75,99,1109,Normal
38.12,132,91,2061,High
36.66,66,97,1095,Normal
38.88,127,89,2012,High
36.03,61,97,1037,Normal
36.09,98,99,953,Normal
39.53,163,76,3151,Critical
36.17,80,98,1181,Normal
37.67,105,94,1787,Moderate
38.46,137,91,2557,High
38.92,138,90,2280,High
40.04,166,85,2882,Critical
37.81,113,93,1564,Moderate
38.99,130,90,2133,High
37.49,94,99,893,Normal
36.3,69,97,1152,Normal
40.1,153,78,2788,Critical
37.61,114,92,1667,Moderate
37.94,101,94,1511,Moderate
39.44,158,81,3119,Critical
36.65,70,95,875,Normal
38.75,140,90,2557,High
39.8,164,88,2888,Critical
36.79,92,96,805,Normal
37.75,119,93,1769,Moderate
40.26,168,88,2986,Critical
40.0,168,83,3002,Critical
39.41,163,80,2725,Critical
38.19,131,89,2581,High
39.94,147,88,2976,Critical
38.94,129,91,2265,High
37.78,103,94,1721,Moderate
37.68,104,93,1470,Moderate
39.51,152,84,3069,Critical
36.22,87,100,937,Normal
39.53,154,78,2738,Critical
37.65,112,94,1873,Moderate
36.35,79,98,1099,Normal
40.0,152,77,3131,Critical
39.65,141,81,3002,Critical
38.64,130,89,2564,High
39.73,144,77,3153,Critical
38.31,128,91,2422,High
37.88,101,94,1451,Moderate
36.44,72,98,921,Normal
38.15,133,91,2184,High
40.2,162,76,2754,Critical
39.45,157,75,2993,Critical
40.39,163,86,3048,Critical
37.76,113,92,1515,Moderate
39.45,151,84,3078,Critical
37.83,111,92,1748,Moderate
37.63,117,92,1674,Moderate
37.68,115,94,1742,Moderate
40.49,170,80,2716,Critical
38.14,135,90,2099,High
36.77,76,98,1243,Normal
37.97,104,92,1704,Moderate
39.54,164,83,2889,Critical
37.38,68,95,873,Normal
37.68,116,93,1705,Moderate
39.62,160,76,2968,Critical
40.22,165,83,3111,Critical
38.96,129,91,2124,High
37.07,86,96,1037,Normal
38.88,123,89,2047,High
38.75,128,89,2296,High
38.31,133,91,2042,High
38.36,124,90,2078,High
37.67,104,94,1546,Moderate
38.19,130,90,2176,High
38.67,124,90,2016,High
36.82,87,95,1150,Normal
38.17,133,89,2083,High
37.16,68,95,1075,Normal
36.71,73,96,1073,Normal
36.96,88,97,971,Normal
37.33,71,99,1065,Normal
37.7,116,94,1846,Moderate
40.24,151,79,2937,Critical
37.89,119,93,1521,Moderate
39.42,160,77,2903,Critical
39.84,150,82,2937,Critical
38.0,109,92,1806,Moderate
37.45,80,96,879,Normal
36.73,98,97,1174,Normal
37.68,103,92,1596,Moderate
36.28,66,98,964,Normal
39.49,153,78,2811,Critical
40.23,158,80,3164,Critical
39.65,142,86,2922,Critical
36.73,83,100,959,Normal
37.99,116,93,1603,Moderate
38.31,122,91,2137,High
39.26,153,77,2965,Critical
37.73,105,93,1602,Moderate
39.14,163,88,2968,Critical
37.72,120,92,1479,Moderate
37.35,67,100,985,Normal
38.96,122,90,2005,High
37.9,102,93,1424,Moderate
38.0,111,92,1624,Moderate
38.2,124,90,2449,High
38.8,127,91,2343,High
37.04,94,97,1180,Normal
40.08,159,78,2957,Critical
37.41,88,100,1245,Normal
40.05,142,76,2765,Critical
39.48,168,84,2754,Critical
37.98,105,93,1609,Moderate
39.35,152,87,3161,Critical
40.29,154,86,2720,Critical
